FECHA Y HORA,NUMERO DE IDENTIFICACION,NOMBRES,APELLIDOS,CELULAR,EMAIL,DIRECCION,COMPANIA,PROVINCIA,RESULTADO PRUEBA DE VIDA,RESULTADO DOCUMENT CHECK,RESULTADO FACEMATCH,RESULTADO BIOMETRIA
5/27/2024,4,Ruì,Giaomozzo,831-156-3756,tgiaomozzocu@booking.com,9788 Johnson Court,Ward Inc,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
7/31/2024,1,Esbjörn,Le Grys,212-926-6355,clegryscv@sfgate.com,9 Bluestem Drive,"Swaniawski, Crooks and Lakin",Guayas,APROBADO,APROBADO,99,APROBADO
8/18/2024,7,Lauréna,Nash,520-788-9401,lnashcw@tripod.com,61 Rockefeller Center,Schmitt-Aufderhar,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
11/15/2024,8,Fèi,Gadsden,280-775-5905,agadsdencx@stumbleupon.com,470 Delaware Hill,"Huels, Feil and Larson",Manabi,APROBADO,APROBADO,99,APROBADO
9/11/2024,2,Dafnée,Esby,223-139-0781,aesbycy@nymag.com,1 Debra Park,Botsford-Hauck,Pichincha,APROBADO,APROBADO,99,APROBADO
9/27/2024,7,Vérane,McElree,472-587-5225,smcelreecz@bbb.org,3879 Northfield Crossing,Daugherty and Sons,Manabi,APROBADO,APROBADO,99,APROBADO
4/21/2024,10,Léandre,Kennewell,908-852-7243,fkennewelld0@nsw.gov.au,2679 Ronald Regan Street,Schamberger-Stiedemann,Loja,APROBADO,APROBADO,99,APROBADO
10/14/2024,8,Annotés,Crim,263-650-9225,bcrimd1@home.pl,94149 Carey Place,Wunsch-Barton,Loja,APROBADO,APROBADO,99,APROBADO
3/23/2024,2,Thérèsa,Fairn,769-448-9897,rfairnd2@lulu.com,58869 Vahlen Circle,"Lockman, Hills and Bruen",Azuay,APROBADO,APROBADO,96,APROBADO
6/11/2024,1,Stéphanie,Brash,889-145-8018,kbrashd3@netlog.com,149 Shelley Center,"Armstrong, Feeney and Goodwin",Guayas,APROBADO,APROBADO,96,APROBADO
11/21/2024,9,Lén,Downham,110-325-7285,cdownhamd4@arizona.edu,5945 Pennsylvania Alley,Jenkins Group,Manabi,APROBADO,APROBADO,99,APROBADO
9/22/2024,9,Mylène,Goldhawk,327-593-4346,pgoldhawkd5@forbes.com,8128 Crescent Oaks Pass,Feest Group,Manabi,APROBADO,APROBADO,99,APROBADO
5/1/2024,4,Lorène,Vedekhov,796-390-6667,bvedekhovd6@wsj.com,771 Oriole Junction,Runte-Padberg,Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
12/18/2024,6,Ruì,Haresnape,533-261-0568,gharesnaped7@hubpages.com,95256 1st Junction,"Flatley, Hamill and Flatley",Azuay,APROBADO,APROBADO,99,APROBADO
3/29/2024,9,Örjan,Kearley,453-719-7325,skearleyd8@telegraph.co.uk,27736 Grover Park,Fay-Williamson,Pichincha,APROBADO,APROBADO,96,APROBADO
6/16/2024,6,Maëlla,Cronshaw,129-533-9324,lcronshawd9@amazon.co.uk,95 Vidon Pass,"Zboncak, Howe and O'Kon",Guayas,APROBADO,APROBADO,96,APROBADO
12/19/2024,9,Clélia,Hancock,739-765-1487,whancockda@php.net,84819 Hansons Crossing,Botsford-Jacobi,Manabi,APROBADO,APROBADO,99,APROBADO
11/4/2024,5,Ruì,Drewitt,760-574-2399,mdrewittdb@adobe.com,4481 Caliangt Terrace,Mann Inc,Pichincha,APROBADO,APROBADO,96,APROBADO
8/25/2024,4,Cécilia,Dabbs,934-912-1373,rdabbsdc@tamu.edu,12908 Scofield Hill,"Hand, Crona and Pagac",Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
5/31/2024,7,Loïca,Simonelli,560-986-0818,dsimonellidd@arizona.edu,608 Mosinee Junction,"Armstrong, Armstrong and Zulauf",Azuay,APROBADO,APROBADO,99,APROBADO
7/5/2024,7,Maëlyss,Kondratenko,140-951-3722,mkondratenkode@youku.com,95 Forest Dale Way,"Heller, Brakus and Raynor",Guayas,APROBADO,APROBADO,99,APROBADO
8/24/2024,5,Rébecca,Bickley,284-737-4771,kbickleydf@thetimes.co.uk,7736 Valley Edge Crossing,Tillman-Haag,Pichincha,APROBADO,APROBADO,99,APROBADO
10/30/2024,7,Maëlys,Mushrow,633-220-2960,kmushrowdg@instagram.com,1314 Vidon Parkway,"Hermann, Boyle and Olson",Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
12/20/2024,2,Danièle,Slinger,510-618-2436,fslingerdh@dot.gov,0 Farmco Street,Russel-Pacocha,Azuay,APROBADO,APROBADO,99,APROBADO
5/21/2024,9,Lucrèce,Dulen,248-837-9193,jdulendi@theguardian.com,271 Birchwood Terrace,"Durgan, Upton and McClure",Pichincha,APROBADO,APROBADO,99,APROBADO
6/6/2024,1,Björn,Togher,107-755-3514,gtogherdj@google.ru,513 Lakewood Gardens Plaza,Lemke-Beier,Azuay,APROBADO,APROBADO,99,APROBADO
12/4/2024,4,Kévina,Trump,996-630-1544,rtrumpdk@xing.com,38908 Wayridge Court,Blick-Rutherford,Loja,APROBADO,APROBADO,99,APROBADO
12/2/2024,7,Laïla,Klaes,444-960-6690,nklaesdl@skyrock.com,1758 Maywood Junction,Mosciski-Fadel,Pichincha,APROBADO,APROBADO,99,APROBADO
11/21/2024,2,Léone,Tolwood,783-785-4116,ktolwooddm@boston.com,1 Sundown Lane,Ullrich Inc,Pichincha,APROBADO,APROBADO,99,APROBADO
4/1/2024,9,Esbjörn,Dearden,523-222-0611,mdeardendn@purevolume.com,7 Declaration Terrace,Boyle and Sons,Loja,APROBADO,APROBADO,99,APROBADO
6/29/2024,7,Ophélie,Vaulkhard,313-310-3159,avaulkharddo@flavors.me,994 Anderson Lane,Romaguera and Sons,Pichincha,APROBADO,APROBADO,99,APROBADO
4/24/2024,6,Néhémie,Peel,279-891-3166,dpeeldp@dyndns.org,5528 Canary Street,"Rogahn, Reichel and Willms",Manabi,APROBADO,APROBADO,99,APROBADO
9/27/2024,2,Illustrée,Mein,925-225-4860,smeindq@artisteer.com,64704 Washington Crossing,Ryan-Wisozk,Loja,APROBADO,APROBADO,96,APROBADO
6/5/2024,10,Aurélie,Burchess,540-885-3694,aburchessdr@naver.com,02 Larry Way,"Padberg, Harris and Sipes",Loja,APROBADO,APROBADO,99,APROBADO
10/27/2024,4,Béatrice,Stuer,896-208-4295,gstuerds@japanpost.jp,57453 Westerfield Court,Buckridge Inc,Loja,APROBADO,APROBADO,99,APROBADO
4/13/2024,9,Kévina,Van Salzberger,762-318-9193,tvansalzbergerdt@usa.gov,9 Crescent Oaks Park,"O'Reilly, Altenwerth and Becker",Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
4/22/2024,4,Börje,Yard,895-946-6630,ryarddu@devhub.com,0 Talmadge Alley,"Considine, Buckridge and Weissnat",Guayas,APROBADO,APROBADO,96,APROBADO
8/23/2024,7,Sélène,Gori,942-513-0093,jgoridv@surveymonkey.com,2 Barby Terrace,Lakin-Stamm,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
12/23/2024,8,Dà,Gorries,350-100-8040,cgorriesdw@twitpic.com,1 Warbler Circle,"Sipes, Waters and McDermott",Loja,APROBADO,APROBADO,99,APROBADO
6/18/2024,6,Maïté,Thomesson,622-172-7448,bthomessondx@wikia.com,71 Loomis Street,Price-Haag,Manabi,APROBADO,APROBADO,99,APROBADO
1/3/2025,5,Maëline,Whittuck,910-602-3424,kwhittuckdy@nytimes.com,51 Briar Crest Circle,"Leuschke, Kozey and Abbott",Guayas,APROBADO,APROBADO,99,APROBADO
3/27/2024,1,Adélaïde,Redihalgh,926-462-0793,credihalghdz@illinois.edu,0 Golden Leaf Park,"Lakin, Quitzon and Schmeler",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
4/26/2024,8,Liè,Klauber,793-721-3250,dklaubere0@xrea.com,784 Vahlen Plaza,"Prosacco, Konopelski and Abernathy",Guayas,APROBADO,APROBADO,99,APROBADO
11/20/2024,3,Daphnée,Siggers,950-885-0095,fsiggerse1@t-online.de,2 Rowland Circle,"Ortiz, Jakubowski and DuBuque",Manabi,APROBADO,APROBADO,96,APROBADO
8/20/2024,7,Estée,Feander,207-785-7191,yfeandere2@hhs.gov,2559 Birchwood Drive,Daugherty-Zieme,Pichincha,APROBADO,APROBADO,99,APROBADO
11/9/2024,1,Adélaïde,Dufour,917-372-4776,wdufoure3@jigsy.com,81 Heath Road,Feeney and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
11/11/2024,9,Kévina,Paudin,778-901-4696,apaudine4@ucsd.edu,5219 Tennyson Avenue,Ward Inc,Loja,APROBADO,APROBADO,99,APROBADO
6/18/2024,2,Audréanne,Silson,982-160-4344,asilsone5@blogtalkradio.com,92 Evergreen Hill,"Lakin, Borer and Lueilwitz",Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
12/26/2024,6,Pénélope,Glaze,734-982-1413,rglazee6@spotify.com,3153 Vahlen Park,O'Kon and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
7/7/2024,3,Clélia,Edney,420-572-1562,tedneye7@xing.com,1322 Esker Pass,Brown LLC,Loja,APROBADO,APROBADO,99,APROBADO
12/13/2024,4,Gisèle,Gaukrodge,180-107-5634,pgaukrodgee8@thetimes.co.uk,9 Canary Point,"Marks, Greenholt and Cruickshank",Manabi,APROBADO,APROBADO,99,APROBADO
8/28/2024,2,Léonore,Tomanek,737-400-1085,stomaneke9@nih.gov,2553 Westend Point,"Boehm, O'Connell and Kulas",Guayas,APROBADO,APROBADO,99,APROBADO
3/19/2024,1,Lài,Cattle,318-886-5507,scattleea@list-manage.com,3 Rockefeller Junction,Gerhold-Collins,Pichincha,APROBADO,APROBADO,99,APROBADO
12/2/2024,10,Léonore,O'Leahy,663-208-2175,boleahyeb@cnet.com,93 Burning Wood Circle,Watsica Inc,Guayas,APROBADO,APROBADO,99,APROBADO
8/4/2024,3,Mà,Doche,703-623-8730,mdocheec@ow.ly,07687 Morning Alley,"Hessel, Nader and Spencer",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
5/11/2024,8,Marylène,Preston,438-421-7190,dprestoned@fc2.com,68 Lakewood Gardens Terrace,O'Keefe Inc,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
5/6/2024,3,Valérie,Gainfort,713-204-0066,bgainfortee@harvard.edu,94191 Cardinal Center,Cruickshank-Treutel,Loja,APROBADO,APROBADO,99,APROBADO
4/13/2024,7,Yú,Congreve,565-806-7725,rcongreveef@webs.com,6 Donald Way,Cremin Group,Loja,APROBADO,APROBADO,96,APROBADO
3/10/2024,6,Clémentine,Tarbatt,981-869-2352,rtarbatteg@amazon.com,0 Homewood Point,"Hammes, McCullough and Ruecker",Azuay,APROBADO,APROBADO,96,APROBADO
12/3/2024,10,Sélène,Stirtle,455-813-8861,ostirtleeh@slideshare.net,4 7th Hill,"Kulas, Stroman and Jaskolski",Azuay,APROBADO,APROBADO,96,APROBADO
10/22/2024,4,Yóu,Edsell,709-444-0951,medsellei@sina.com.cn,1 Loeprich Park,Welch-Koelpin,Manabi,APROBADO,APROBADO,99,APROBADO
7/25/2024,3,Josée,Fulleylove,103-446-4515,tfulleyloveej@tripadvisor.com,37 Old Shore Pass,White Inc,Manabi,APROBADO,APROBADO,99,APROBADO
10/7/2024,2,Aí,Caves,372-839-5499,tcavesek@barnesandnoble.com,390 Elka Terrace,Okuneva-Bosco,Pichincha,APROBADO,APROBADO,96,APROBADO
12/28/2024,3,Wá,Algate,921-647-4308,calgateel@addtoany.com,6164 Independence Alley,Beer-Johnson,Pichincha,APROBADO,APROBADO,96,APROBADO
9/15/2024,4,Lài,Garrick,506-743-7708,cgarrickem@istockphoto.com,8 Gale Alley,Schumm and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
4/20/2024,8,Cunégonde,Van Der Walt,975-957-4744,rvanderwalten@princeton.edu,6346 Cambridge Pass,"Lindgren, Lesch and Graham",Pichincha,APROBADO,APROBADO,99,APROBADO
5/10/2024,3,Tán,Genney,520-449-9999,sgenneyeo@google.com.au,4164 Dakota Point,Flatley Group,Azuay,APROBADO,APROBADO,99,APROBADO
5/23/2024,8,Aí,McPaike,569-596-8994,amcpaikeep@wix.com,353 Arapahoe Parkway,Reinger-Kessler,Guayas,APROBADO,APROBADO,99,APROBADO
11/5/2024,4,Céline,Le Count,504-162-5816,slecounteq@jiathis.com,88 Goodland Terrace,Hickle-Bayer,Guayas,APROBADO,APROBADO,99,APROBADO
6/25/2024,9,Bérénice,Frankes,427-405-6674,mfrankeser@discovery.com,4643 Graedel Pass,Lakin-Harber,Guayas,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
7/12/2024,3,Maëlyss,Attenbrough,758-696-0856,pattenbroughes@slideshare.net,2735 Schlimgen Place,Monahan-Leannon,Manabi,APROBADO,APROBADO,99,APROBADO
9/9/2024,5,Anaëlle,De Gowe,317-696-9857,jdegoweet@quantcast.com,25960 Ruskin Alley,Toy-Grady,Azuay,APROBADO,APROBADO,99,APROBADO
7/1/2024,6,Marylène,Gilardone,831-918-6151,ogilardoneeu@toplist.cz,87 Cascade Park,Fritsch-Leannon,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
4/11/2024,3,Régine,Leadley,413-219-1366,dleadleyev@stanford.edu,0892 Granby Place,"Stehr, Weber and Upton",Guayas,APROBADO,APROBADO,99,APROBADO
12/22/2024,10,Styrbjörn,Ellingsworth,188-866-3711,jellingsworthew@hud.gov,8 Del Mar Junction,Grady Group,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
11/19/2024,3,Marylène,Edmed,760-400-2401,medmedex@diigo.com,33 Dixon Park,Brekke and Sons,Pichincha,APROBADO,APROBADO,96,APROBADO
10/19/2024,2,Marie-thérèse,Garett,110-158-0610,igarettey@deliciousdays.com,84875 Dexter Lane,"Runolfsson, Reilly and Ferry",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
3/8/2024,3,Aurélie,Ablott,744-356-5903,sablottez@flavors.me,3 Hoffman Alley,Marvin-Oberbrunner,Manabi,APROBADO,APROBADO,99,APROBADO
9/26/2024,4,Méryl,Sarson,405-140-5146,rsarsonf0@eventbrite.com,64 Namekagon Park,"Gulgowski, Schneider and Weissnat",Loja,APROBADO,APROBADO,99,APROBADO
5/9/2024,9,Wá,Crenage,750-175-2762,ncrenagef1@aboutads.info,7 Bobwhite Plaza,Beer-Wintheiser,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
4/19/2024,1,Lèi,Gouck,105-179-9987,tgouckf2@who.int,099 Cottonwood Avenue,"Senger, Kessler and Cremin",Azuay,APROBADO,APROBADO,99,APROBADO
11/16/2024,9,Méthode,Bow,788-889-7409,kbowf3@gov.uk,306 Gale Center,Howell and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
10/31/2024,3,Esbjörn,Mabb,773-935-4143,vmabbf4@joomla.org,54 Dwight Trail,Dicki-Nitzsche,Manabi,APROBADO,APROBADO,99,APROBADO
5/23/2024,6,Marie-hélène,Nibley,884-917-5352,bnibleyf5@nationalgeographic.com,76 Mccormick Street,Pagac-McDermott,Pichincha,APROBADO,APROBADO,99,APROBADO
6/21/2024,6,Publicité,Pitbladdo,629-270-2765,opitbladdof6@dyndns.org,955 Swallow Park,"Hermiston, Moen and Schoen",Pichincha,APROBADO,APROBADO,99,APROBADO
6/21/2024,6,Erwéi,Arboin,147-916-5592,earboinf7@php.net,810 Meadow Valley Alley,"Little, Johnston and Flatley",Azuay,APROBADO,APROBADO,99,APROBADO
10/28/2024,4,Pénélope,Skoof,965-663-4419,eskooff8@infoseek.co.jp,7 Clarendon Road,"Grady, Beahan and Stehr",Loja,APROBADO,APROBADO,99,APROBADO
3/15/2024,9,Maïwenn,Hastilow,877-189-8004,bhastilowf9@opera.com,23 Blaine Point,Rutherford and Sons,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
5/20/2024,1,Sòng,Kienle,466-196-1041,gkienlefa@google.ca,686 Forster Street,Braun-Cremin,Azuay,APROBADO,APROBADO,99,APROBADO
11/10/2024,1,Marlène,Skeene,134-123-3038,cskeenefb@dedecms.com,3 Buhler Court,Bailey-Kassulke,Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
10/26/2024,2,Maëlys,Syddall,684-204-6480,psyddallfc@bloomberg.com,80 Moose Pass,"Green, Kunde and Gusikowski",Guayas,APROBADO,APROBADO,99,APROBADO
10/3/2024,2,Aimée,Brusin,333-513-2934,tbrusinfd@live.com,66400 Valley Edge Alley,Altenwerth LLC,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
12/26/2024,1,Sòng,Goldsberry,141-620-2695,dgoldsberryfe@php.net,259 Sherman Street,"Schimmel, Hansen and Will",Guayas,APROBADO,APROBADO,96,APROBADO
3/7/2024,5,Mélanie,Creyke,803-286-6289,jcreykeff@mozilla.com,311 Manitowish Lane,Kshlerin-Tillman,Pichincha,APROBADO,APROBADO,99,APROBADO
4/29/2024,9,Esbjörn,Moyse,222-252-2744,cmoysefg@geocities.jp,90723 Loomis Road,Weber-Boehm,Loja,APROBADO,APROBADO,99,APROBADO
6/3/2024,5,Tú,Crier,998-377-6872,gcrierfh@dailymotion.com,88066 Londonderry Park,Flatley Inc,Guayas,APROBADO,APROBADO,99,APROBADO
10/14/2024,4,Börje,Andreuzzi,158-205-3140,gandreuzzifi@blogger.com,60 Maywood Hill,Kohler LLC,Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
8/13/2024,3,Estée,Londesborough,481-899-7192,alondesboroughfj@hc360.com,64773 Declaration Street,"Williamson, Zieme and Kuhlman",Guayas,APROBADO,APROBADO,96,APROBADO
10/30/2024,7,Lài,Revill,507-391-4261,arevillfk@photobucket.com,256 Erie Alley,Lubowitz and Sons,Manabi,APROBADO,APROBADO,96,APROBADO
12/2/2024,10,Kévina,Devany,161-368-4080,wdevanyfl@foxnews.com,2609 Stone Corner Terrace,Sipes Inc,Guayas,APROBADO,APROBADO,96,APROBADO
4/19/2024,10,Intéressant,Franceschi,808-903-5469,hfranceschifm@arizona.edu,3365 Nobel Court,Ziemann Group,Guayas,APROBADO,APROBADO,99,APROBADO
9/5/2024,3,Mén,Vannoni,217-251-4302,nvannonifn@pinterest.com,41 Gale Pass,Cartwright LLC,Azuay,APROBADO,APROBADO,96,APROBADO
8/28/2024,9,Pål,Roj,736-583-8734,brojfo@businesswire.com,443 Clarendon Place,Rippin Group,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
10/2/2024,4,Mélanie,Christmas,945-852-6403,fchristmasfp@walmart.com,534 Waywood Center,Mante and Sons,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
12/30/2024,2,Cunégonde,Osselton,751-899-4863,tosseltonfq@dedecms.com,4 Lyons Alley,"Hudson, Swift and Jacobi",Guayas,APROBADO,APROBADO,99,APROBADO
5/28/2024,2,Torbjörn,Gremane,640-203-4160,pgremanefr@jugem.jp,48 Columbus Alley,"Farrell, Padberg and Prosacco",Azuay,APROBADO,APROBADO,99,APROBADO
11/22/2024,6,Annotés,Hambatch,288-798-3760,rhambatchfs@g.co,4178 Bashford Place,Hegmann and Sons,Manabi,APROBADO,APROBADO,99,APROBADO
12/9/2024,7,Mahélie,Pettican,135-439-0118,tpetticanft@blog.com,016 Twin Pines Street,Bosco LLC,Azuay,APROBADO,APROBADO,99,APROBADO
9/11/2024,3,Célia,Gush,667-223-6805,agushfu@so-net.ne.jp,0 Kipling Hill,Graham Group,Azuay,APROBADO,APROBADO,96,APROBADO
3/29/2024,3,Eloïse,Klaussen,406-588-0988,hklaussenfv@pinterest.com,93 Northview Point,Kautzer-Schulist,Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
7/19/2024,7,Yóu,Lycett,934-106-7772,alycettfw@timesonline.co.uk,3430 Alpine Street,Mraz-Waelchi,Pichincha,APROBADO,APROBADO,96,APROBADO
12/29/2024,10,Nélie,Hardes,997-276-6967,chardesfx@cornell.edu,361 Oakridge Point,"Pacocha, Donnelly and DuBuque",Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
10/6/2024,3,Maïté,Dunnan,186-566-7158,rdunnanfy@mapy.cz,87618 Colorado Lane,Predovic-Will,Manabi,APROBADO,APROBADO,99,APROBADO
6/23/2024,6,Anaïs,Christoffels,300-944-5540,gchristoffelsfz@blogtalkradio.com,87 Kings Way,Murray-Kihn,Manabi,APROBADO,APROBADO,96,APROBADO
3/25/2024,2,Táng,Newbigging,812-795-2277,tnewbiggingg0@seesaa.net,908 Sugar Center,Kuhlman and Sons,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
6/24/2024,1,Angèle,Vina,242-674-3984,gvinag1@chron.com,70 Superior Plaza,Ortiz LLC,Loja,APROBADO,APROBADO,99,APROBADO
5/11/2024,9,Célia,Wynn,654-319-4650,fwynng2@ox.ac.uk,3 Green Point,"Herzog, Dietrich and Hilll",Guayas,APROBADO,APROBADO,99,APROBADO
7/30/2024,1,Véronique,Shapter,980-825-6018,rshapterg3@zimbio.com,3332 Vera Alley,"Connelly, Steuber and Cruickshank",Loja,APROBADO,APROBADO,99,APROBADO
10/14/2024,7,Séverine,Krollman,626-682-0574,gkrollmang4@histats.com,066 West Point,Hilpert-Spencer,Loja,APROBADO,APROBADO,99,APROBADO
12/12/2024,9,Laïla,Matthai,412-637-5013,bmatthaig5@studiopress.com,3995 Monterey Avenue,Orn LLC,Azuay,APROBADO,APROBADO,99,APROBADO
9/19/2024,7,Östen,Gossart,595-800-7853,bgossartg6@unblog.fr,350 Barby Terrace,O'Conner Group,Loja,APROBADO,APROBADO,99,APROBADO
3/18/2024,6,Nuó,Lillegard,388-803-2213,rlillegardg7@opensource.org,0 Kinsman Lane,Reynolds-Wiegand,Azuay,APROBADO,APROBADO,99,APROBADO
11/21/2024,7,Célestine,Kestin,843-949-0633,pkesting8@adobe.com,7639 Raven Place,Yundt Inc,Azuay,APROBADO,APROBADO,99,APROBADO
5/1/2024,2,Danièle,Borrowman,354-894-2743,sborrowmang9@tmall.com,66 Maywood Junction,Bauch Group,Pichincha,APROBADO,APROBADO,99,APROBADO
4/1/2024,1,Håkan,Heardman,733-158-9320,kheardmanga@engadget.com,14125 Rusk Place,"Bashirian, Gulgowski and Mueller",Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
7/19/2024,8,Océanne,Runacres,163-781-3692,jrunacresgb@smugmug.com,54 Golf Course Crossing,Fay-Cronin,Guayas,APROBADO,APROBADO,99,APROBADO
11/3/2024,3,Desirée,Rudderham,629-998-6124,arudderhamgc@ycombinator.com,51552 Ridgeview Crossing,Koss and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
9/10/2024,5,Cléa,Patnelli,699-711-1493,dpatnelligd@amazon.com,6611 Spohn Alley,"Bosco, Streich and Nader",Pichincha,APROBADO,APROBADO,99,APROBADO
4/20/2024,8,Maïlis,Kubasek,297-130-6051,tkubasekge@themeforest.net,08322 2nd Trail,Yundt-Goldner,Manabi,APROBADO,APROBADO,96,APROBADO
10/1/2024,4,Gérald,Garford,168-703-4766,tgarfordgf@taobao.com,92 Onsgard Place,Brakus LLC,Loja,APROBADO,APROBADO,96,APROBADO
9/15/2024,3,Yè,Petigrew,923-320-5989,spetigrewgg@angelfire.com,109 Pennsylvania Trail,"Mann, Towne and Wehner",Pichincha,APROBADO,APROBADO,99,APROBADO
10/29/2024,7,Wá,Phaup,922-351-8880,pphaupgh@360.cn,63840 Melby Alley,Wilkinson LLC,Manabi,APROBADO,APROBADO,96,APROBADO
11/12/2024,1,Maïlys,Collis,270-814-2073,jcollisgi@irs.gov,54 Lighthouse Bay Trail,Mante and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
5/5/2024,6,Ophélie,Higounet,273-243-4762,mhigounetgj@skyrock.com,18166 Butternut Terrace,"Bogisich, Hackett and Wiegand",Manabi,APROBADO,APROBADO,96,APROBADO
10/17/2024,8,Desirée,Groomebridge,942-160-7679,rgroomebridgegk@rediff.com,29 Reindahl Road,"Friesen, Zieme and Hand",Azuay,APROBADO,APROBADO,96,APROBADO
10/13/2024,6,Adélie,Lackington,609-749-8281,klackingtongl@about.me,48799 Kennedy Trail,Walter and Sons,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
11/28/2024,8,Cléa,Rozea,214-983-4787,hrozeagm@webmd.com,19866 Twin Pines Court,"Nolan, Ward and Gutkowski",Guayas,APROBADO,APROBADO,96,APROBADO
3/6/2024,1,Cloé,Simonaitis,250-456-7156,msimonaitisgn@tmall.com,65740 Shelley Lane,Reilly Group,Azuay,APROBADO,APROBADO,99,APROBADO
6/23/2024,8,Marie-hélène,Campany,891-210-6887,lcampanygo@walmart.com,2956 Daystar Circle,"Beatty, Abernathy and Crona",Pichincha,APROBADO,APROBADO,99,APROBADO
8/31/2024,9,Nélie,Brearley,260-325-0491,cbrearleygp@miitbeian.gov.cn,5509 Ridgeway Circle,Kshlerin LLC,Azuay,APROBADO,APROBADO,99,APROBADO
3/10/2024,3,Styrbjörn,Tregoning,427-776-6428,mtregoninggq@berkeley.edu,54 International Park,Okuneva-Nitzsche,Pichincha,APROBADO,APROBADO,96,APROBADO
4/23/2024,10,Naëlle,Prosh,121-342-0911,fproshgr@usatoday.com,2 Stang Pass,Jacobs-Kuvalis,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
6/5/2024,8,Maïté,Danbi,231-242-1362,kdanbigs@ehow.com,0519 Hintze Avenue,Daniel-Mayert,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
7/17/2024,3,Marie-noël,Fodden,560-496-5329,tfoddengt@stumbleupon.com,81 Northport Pass,"Olson, O'Reilly and Krajcik",Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
11/30/2024,3,Daphnée,Snary,919-490-2856,asnarygu@phpbb.com,52 Sherman Street,Torphy Group,Guayas,APROBADO,APROBADO,99,APROBADO
9/13/2024,10,Simplifiés,Vayne,927-911-4306,mvaynegv@ask.com,93 Center Junction,"Mills, Kuvalis and Romaguera",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
8/14/2024,7,Faîtes,McElvogue,547-801-9699,dmcelvoguegw@mozilla.org,8601 Stephen Trail,"Howe, Feil and Miller",Azuay,APROBADO,APROBADO,99,APROBADO
11/29/2024,2,Lucrèce,Artingstall,152-345-3672,bartingstallgx@ted.com,14 Artisan Park,Oberbrunner Inc,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
12/17/2024,1,Amélie,Virr,752-938-8572,lvirrgy@google.fr,007 Grayhawk Point,Crooks-Lebsack,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
7/25/2024,10,Pénélope,Bridgewater,368-599-2543,bbridgewatergz@hud.gov,244 Eliot Drive,Spinka LLC,Azuay,APROBADO,APROBADO,96,APROBADO
12/6/2024,6,Réservés,Dutteridge,880-268-9755,fdutteridgeh0@bloglines.com,25793 Debra Place,O'Connell-Hyatt,Azuay,APROBADO,APROBADO,99,APROBADO
11/21/2024,8,Michèle,Tungay,245-183-4397,rtungayh1@apple.com,1 Novick Street,Frami-Koss,Manabi,APROBADO,APROBADO,99,APROBADO
12/29/2024,7,Marie-josée,Harflete,615-954-5314,lharfleteh2@free.fr,19 Coleman Hill,Kassulke-Borer,Manabi,APROBADO,APROBADO,99,APROBADO
9/22/2024,7,Mélinda,Elsay,694-674-5095,celsayh3@free.fr,12066 Trailsway Pass,Zboncak-Collier,Manabi,APROBADO,APROBADO,99,APROBADO
12/1/2024,8,Yénora,Fairpo,490-746-3153,pfairpoh4@smh.com.au,3516 Southridge Park,"Trantow, Funk and Grant",Pichincha,APROBADO,APROBADO,96,APROBADO
